nm, A
650,000000, 0,035898
649,000000, 0,035318
648,000000, 0,035205
647,000000, 0,035396
646,000000, 0,035414
645,000000, 0,035342
644,000000, 0,034933
643,000000, 0,035577
642,000000, 0,035865
641,000000, 0,035717
640,000000, 0,036141
639,000000, 0,035579
638,000000, 0,035588
637,000000, 0,035743
636,000000, 0,035686
635,000000, 0,035651
634,000000, 0,035739
633,000000, 0,035779
632,000000, 0,035469
631,000000, 0,035889
630,000000, 0,035871
629,000000, 0,035959
628,000000, 0,035744
627,000000, 0,035887
626,000000, 0,035888
625,000000, 0,035843
624,000000, 0,035863
623,000000, 0,035735
622,000000, 0,035886
621,000000, 0,035999
620,000000, 0,035708
619,000000, 0,035594
618,000000, 0,035828
617,000000, 0,035795
616,000000, 0,035930
615,000000, 0,035771
614,000000, 0,035832
613,000000, 0,035748
612,000000, 0,035786
611,000000, 0,035630
610,000000, 0,035755
609,000000, 0,035941
608,000000, 0,036027
607,000000, 0,035733
606,000000, 0,035902
605,000000, 0,035902
604,000000, 0,036180
603,000000, 0,035885
602,000000, 0,035860
601,000000, 0,036042
600,000000, 0,035705
599,000000, 0,036018
598,000000, 0,036210
597,000000, 0,035959
596,000000, 0,036131
595,000000, 0,036030
594,000000, 0,036200
593,000000, 0,036107
592,000000, 0,035982
591,000000, 0,036205
590,000000, 0,036444
589,000000, 0,036415
588,000000, 0,036051
587,000000, 0,036278
586,000000, 0,036288
585,000000, 0,036483
584,000000, 0,036469
583,000000, 0,036430
582,000000, 0,036350
581,000000, 0,036467
580,000000, 0,036568
579,000000, 0,036597
578,000000, 0,036745
577,000000, 0,036644
576,000000, 0,036842
575,000000, 0,036689
574,000000, 0,036990
573,000000, 0,037154
572,000000, 0,036894
571,000000, 0,036977
570,000000, 0,037153
569,000000, 0,037225
568,000000, 0,036972
567,000000, 0,037119
566,000000, 0,037235
565,000000, 0,037341
564,000000, 0,037448
563,000000, 0,037634
562,000000, 0,037683
561,000000, 0,037740
560,000000, 0,038089
559,000000, 0,037916
558,000000, 0,038086
557,000000, 0,038246
556,000000, 0,038419
555,000000, 0,038520
554,000000, 0,038553
553,000000, 0,038654
552,000000, 0,038953
551,000000, 0,039058
550,000000, 0,039143
549,000000, 0,039231
548,000000, 0,039303
547,000000, 0,039639
546,000000, 0,039680
545,000000, 0,039837
544,000000, 0,039946
543,000000, 0,040166
542,000000, 0,040360
541,000000, 0,040568
540,000000, 0,040684
539,000000, 0,040850
538,000000, 0,041162
537,000000, 0,041556
536,000000, 0,041784
535,000000, 0,041880
534,000000, 0,042067
533,000000, 0,042474
532,000000, 0,042771
531,000000, 0,043061
530,000000, 0,043407
529,000000, 0,043580
528,000000, 0,043977
527,000000, 0,044360
526,000000, 0,044794
525,000000, 0,045331
524,000000, 0,045700
523,000000, 0,045991
522,000000, 0,046455
521,000000, 0,046959
520,000000, 0,047523
519,000000, 0,048129
518,000000, 0,048620
517,000000, 0,049036
516,000000, 0,049607
515,000000, 0,050254
514,000000, 0,050940
513,000000, 0,051641
512,000000, 0,052339
511,000000, 0,053070
510,000000, 0,053893
509,000000, 0,054628
508,000000, 0,055426
507,000000, 0,056360
506,000000, 0,057176
505,000000, 0,058059
504,000000, 0,059028
503,000000, 0,059900
502,000000, 0,060789
501,000000, 0,061844
500,000000, 0,062985
499,000000, 0,064079
498,000000, 0,065094
497,000000, 0,066194
496,000000, 0,067211
495,000000, 0,068462
494,000000, 0,069719
493,000000, 0,070956
492,000000, 0,072399
491,000000, 0,073813
490,000000, 0,075176
489,000000, 0,076481
488,000000, 0,077773
487,000000, 0,079048
486,000000, 0,080385
485,000000, 0,081962
484,000000, 0,083633
483,000000, 0,085160
482,000000, 0,086741
