nm, A
600,000000, -0,032127
599,000000, -0,032381
598,000000, -0,032175
597,000000, -0,032148
596,000000, -0,032258
595,000000, -0,031889
594,000000, -0,031966
593,000000, -0,031846
592,000000, -0,032001
591,000000, -0,031683
590,000000, -0,031768
589,000000, -0,031730
588,000000, -0,031614
587,000000, -0,031650
586,000000, -0,031702
585,000000, -0,031724
584,000000, -0,031937
583,000000, -0,031743
582,000000, -0,031528
581,000000, -0,031499
580,000000, -0,031649
579,000000, -0,031501
578,000000, -0,031641
577,000000, -0,031603
576,000000, -0,031540
575,000000, -0,031511
574,000000, -0,031548
573,000000, -0,031453
572,000000, -0,031535
571,000000, -0,031537
570,000000, -0,031572
569,000000, -0,031471
568,000000, -0,031198
567,000000, -0,031124
566,000000, -0,031280
565,000000, -0,031155
564,000000, -0,031171
563,000000, -0,031265
562,000000, -0,031857
561,000000, -0,031839
560,000000, -0,031781
559,000000, -0,031834
558,000000, -0,031665
557,000000, -0,031779
556,000000, -0,031655
555,000000, -0,031593
554,000000, -0,031716
553,000000, -0,031715
552,000000, -0,031683
551,000000, -0,031623
550,000000, -0,031648
549,000000, -0,031641
548,000000, -0,031542
547,000000, -0,031598
546,000000, -0,031694
545,000000, -0,031586
544,000000, -0,031642
543,000000, -0,031707
542,000000, -0,031594
541,000000, -0,031654
540,000000, -0,031689
539,000000, -0,031743
538,000000, -0,031700
537,000000, -0,031709
536,000000, -0,031625
535,000000, -0,031664
534,000000, -0,031729
533,000000, -0,031883
532,000000, -0,031718
531,000000, -0,031710
530,000000, -0,031734
529,000000, -0,031803
528,000000, -0,031826
527,000000, -0,031797
526,000000, -0,031894
525,000000, -0,031801
524,000000, -0,031906
523,000000, -0,031854
522,000000, -0,032023
521,000000, -0,032008
520,000000, -0,031989
519,000000, -0,031933
518,000000, -0,032046
517,000000, -0,032120
516,000000, -0,032217
515,000000, -0,032232
514,000000, -0,032301
513,000000, -0,032372
512,000000, -0,032346
511,000000, -0,032350
510,000000, -0,032413
509,000000, -0,032452
508,000000, -0,032493
507,000000, -0,032483
506,000000, -0,032352
505,000000, -0,032367
504,000000, -0,032283
503,000000, -0,032271
502,000000, -0,032138
501,000000, -0,031985
500,000000, -0,031907
499,000000, -0,031871
498,000000, -0,031995
497,000000, -0,032027
496,000000, -0,031914
495,000000, -0,031801
494,000000, -0,031606
493,000000, -0,031486
492,000000, -0,031482
491,000000, -0,031566
490,000000, -0,031496
489,000000, -0,031393
488,000000, -0,031412
487,000000, -0,031539
486,000000, -0,031496
485,000000, -0,031656
484,000000, -0,031610
483,000000, -0,031612
482,000000, -0,031694
481,000000, -0,031647
480,000000, -0,031685
479,000000, -0,031760
478,000000, -0,031768
477,000000, -0,031911
476,000000, -0,031928
475,000000, -0,031752
474,000000, -0,031703
473,000000, -0,031739
472,000000, -0,031658
471,000000, -0,031679
470,000000, -0,031690
469,000000, -0,031623
468,000000, -0,031489
467,000000, -0,031325
466,000000, -0,031307
465,000000, -0,031231
464,000000, -0,031090
463,000000, -0,030983
462,000000, -0,030889
461,000000, -0,030809
460,000000, -0,030652
459,000000, -0,030640
458,000000, -0,030645
457,000000, -0,030574
456,000000, -0,030586
455,000000, -0,030586
454,000000, -0,030668
453,000000, -0,030674
452,000000, -0,030563
451,000000, -0,030518
450,000000, -0,030699
449,000000, -0,030912
448,000000, -0,030988
447,000000, -0,030930
446,000000, -0,031027
445,000000, -0,031106
444,000000, -0,031100
443,000000, -0,031088
442,000000, -0,031059
441,000000, -0,030999
440,000000, -0,030978
439,000000, -0,031094
438,000000, -0,031143
437,000000, -0,031010
436,000000, -0,031014
435,000000, -0,031072
434,000000, -0,031050
433,000000, -0,031109
432,000000, -0,031131
431,000000, -0,031014
430,000000, -0,031100
429,000000, -0,031273
428,000000, -0,031169
427,000000, -0,031140
426,000000, -0,031236
425,000000, -0,031095
424,000000, -0,031150
423,000000, -0,031273
422,000000, -0,031082
421,000000, -0,030831
420,000000, -0,031005
419,000000, -0,031169
418,000000, -0,031101
417,000000, -0,031131
416,000000, -0,031218
415,000000, -0,031040
414,000000, -0,030917
413,000000, -0,030772
412,000000, -0,030804
411,000000, -0,030825
410,000000, -0,030737
409,000000, -0,030528
408,000000, -0,030454
407,000000, -0,030495
406,000000, -0,030430
405,000000, -0,030475
404,000000, -0,030599
403,000000, -0,030637
402,000000, -0,030423
401,000000, -0,030375
400,000000, -0,030229
399,000000, -0,030153
398,000000, -0,030037
397,000000, -0,029635
396,000000, -0,029474
395,000000, -0,029663
394,000000, -0,029608
393,000000, -0,029437
392,000000, -0,029498
391,000000, -0,029754
390,000000, -0,029616
389,000000, -0,029255
388,000000, -0,029124
387,000000, -0,029180
386,000000, -0,029173
385,000000, -0,029267
384,000000, -0,029013
